shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
11854,11854,11-08-2023,12-08-2024,DHL,Delivered
11855,11855,24-12-2022,14-11-2024,UPS,Returned
11856,11856,27-07-2024,17-04-2024,UPS,Delivered
11857,11857,18-06-2023,13-12-2023,DHL,Returned
11858,11858,09-11-2024,05-07-2024,UPS,In Transit
11859,11859,17-08-2024,07-10-2024,USPS,Delivered
11860,11860,19-08-2023,02-01-2024,USPS,Returned
11861,11861,19-10-2024,05-03-2024,DHL,Delivered
11862,11862,10-06-2024,,DHL,Returned
11863,11863,26-10-2024,18-10-2024,DHL,Delivered
11864,11864,08-09-2023,08-02-2024,FedEx,Returned
11865,11865,29-06-2024,25-04-2024,USPS,In Transit
11866,11866,22-03-2024,05-12-2023,USPS,In Transit
11867,11867,27-08-2024,,UPS,In Transit
11868,11868,06-08-2023,10-12-2023,USPS,Returned
11869,11869,01-12-2023,15-04-2024,FedEx,Returned
11870,11870,02-04-2023,08-07-2024,FedEx,Delivered
11871,11871,16-11-2023,11-06-2024,USPS,Delivered
11872,11872,03-01-2023,07-07-2024,USPS,In Transit
11873,11873,01-07-2024,,UPS,Delivered
11874,11874,13-08-2023,07-02-2024,UPS,Returned
11875,11875,16-10-2024,11-06-2024,UPS,In Transit
11876,11876,15-09-2024,,UPS,In Transit
11877,11877,25-05-2024,,USPS,In Transit
11878,11878,19-03-2023,,USPS,In Transit
11879,11879,29-02-2024,,USPS,In Transit
11880,11880,27-05-2024,18-07-2024,FedEx,In Transit
11881,11881,04-12-2023,,DHL,Delivered
11882,11882,19-06-2023,,UPS,In Transit
11883,11883,02-02-2024,14-11-2024,FedEx,Delivered
11884,11884,22-03-2023,03-05-2024,FedEx,Delivered
11885,11885,11-02-2024,04-06-2024,USPS,Delivered
11886,11886,04-08-2024,24-05-2024,USPS,In Transit
11887,11887,05-06-2023,,USPS,Delivered
11888,11888,01-01-2023,14-03-2024,UPS,In Transit
11889,11889,01-02-2024,,USPS,Delivered
11890,11890,03-07-2024,,FedEx,Delivered
11891,11891,26-02-2024,15-07-2024,DHL,In Transit
11892,11892,29-07-2024,25-01-2024,DHL,Returned
11893,11893,30-05-2023,31-05-2024,UPS,In Transit
11894,11894,10-07-2023,21-11-2023,USPS,Delivered
11895,11895,12-04-2023,16-09-2024,FedEx,Returned
11896,11896,25-11-2022,14-11-2024,USPS,In Transit
11897,11897,06-08-2023,16-01-2024,UPS,Delivered
11898,11898,16-05-2023,01-06-2024,UPS,In Transit
11899,11899,04-11-2024,08-08-2024,DHL,In Transit
11900,11900,23-11-2022,,FedEx,Returned
11901,11901,18-05-2023,,FedEx,Returned
11902,11902,11-09-2023,19-01-2024,UPS,In Transit
11903,11903,20-11-2023,19-09-2024,USPS,Delivered
11904,11904,16-02-2024,,DHL,Delivered
11905,11905,04-08-2023,18-07-2024,UPS,Delivered
11906,11906,01-10-2024,14-02-2024,UPS,Delivered
11907,11907,03-11-2024,15-03-2024,FedEx,Delivered
11908,11908,12-05-2023,14-03-2024,DHL,Returned
11909,11909,08-11-2024,21-04-2024,FedEx,Delivered
11910,11910,24-03-2024,,FedEx,Delivered
11911,11911,18-07-2024,26-04-2024,DHL,Returned
11912,11912,22-12-2022,25-01-2024,FedEx,Delivered
11913,11913,08-05-2023,25-07-2024,UPS,Returned
11914,11914,05-03-2023,,FedEx,Returned
11915,11915,12-10-2024,,UPS,Returned
11916,11916,23-01-2024,,USPS,In Transit
11917,11917,10-06-2024,15-02-2024,USPS,Delivered
11918,11918,06-08-2023,07-12-2023,FedEx,Delivered
11919,11919,18-10-2024,,DHL,Delivered
11920,11920,11-01-2024,28-03-2024,UPS,In Transit
11921,11921,11-09-2024,30-03-2024,DHL,Delivered
11922,11922,14-09-2024,20-01-2024,DHL,Returned
11923,11923,10-09-2023,,UPS,In Transit
11924,11924,25-07-2024,17-05-2024,FedEx,Delivered
11925,11925,05-03-2023,,UPS,Returned
11926,11926,09-07-2024,22-05-2024,DHL,In Transit
11927,11927,15-05-2024,16-11-2024,UPS,In Transit
11928,11928,14-05-2023,17-05-2024,FedEx,In Transit
11929,11929,19-08-2023,,UPS,Delivered
11930,11930,09-02-2023,05-03-2024,USPS,In Transit
11931,11931,19-03-2024,,DHL,Returned
11932,11932,07-05-2024,09-01-2024,USPS,Delivered
11933,11933,10-10-2023,08-08-2024,FedEx,In Transit
11934,11934,05-12-2023,18-01-2024,USPS,Returned
11935,11935,01-10-2024,13-10-2024,UPS,Delivered
11936,11936,08-02-2024,,USPS,In Transit
11937,11937,18-02-2023,13-02-2024,UPS,Delivered
11938,11938,10-11-2023,09-04-2024,FedEx,Returned
11939,11939,08-11-2023,06-11-2024,UPS,Delivered
11940,11940,23-02-2024,07-08-2024,FedEx,Returned
11941,11941,30-10-2023,18-09-2024,USPS,Delivered
11942,11942,24-06-2024,,USPS,In Transit
11943,11943,20-03-2024,,UPS,Delivered
11944,11944,19-08-2024,,UPS,In Transit
11945,11945,30-08-2023,31-10-2024,UPS,In Transit
11946,11946,16-08-2024,10-05-2024,FedEx,Delivered
11947,11947,19-01-2023,,UPS,In Transit
11948,11948,14-07-2023,,FedEx,In Transit
11949,11949,22-02-2023,,FedEx,Delivered
11950,11950,10-04-2024,03-03-2024,USPS,Delivered
11951,11951,20-03-2023,08-10-2024,DHL,In Transit
11952,11952,15-05-2023,,FedEx,In Transit
11953,11953,10-12-2022,24-05-2024,UPS,Returned
11954,11954,08-05-2024,07-02-2024,UPS,Delivered
11955,11955,09-06-2023,20-03-2024,DHL,In Transit
11956,11956,30-06-2024,24-04-2024,UPS,In Transit
11957,11957,16-07-2024,28-03-2024,UPS,In Transit
11958,11958,02-02-2023,26-07-2024,FedEx,Returned
11959,11959,09-04-2024,20-11-2023,DHL,In Transit
11960,11960,30-06-2024,05-06-2024,UPS,In Transit
11961,11961,11-04-2023,11-12-2023,FedEx,Delivered
11962,11962,19-08-2024,08-10-2024,USPS,Returned
11963,11963,22-10-2023,03-10-2024,FedEx,In Transit
11964,11964,08-03-2024,05-01-2024,UPS,Delivered
11965,11965,01-05-2023,11-01-2024,USPS,Returned
11966,11966,16-04-2023,,FedEx,Returned
11967,11967,30-11-2023,,USPS,In Transit
11968,11968,01-11-2024,29-01-2024,DHL,Delivered
11969,11969,05-12-2023,,UPS,In Transit
11970,11970,30-08-2024,21-08-2024,USPS,Returned
11971,11971,13-08-2023,,USPS,In Transit
11972,11972,20-09-2023,,USPS,Returned
11973,11973,03-09-2023,,UPS,Delivered
11974,11974,27-06-2024,13-10-2024,DHL,Delivered
11975,11975,11-04-2024,,FedEx,Returned
11976,11976,11-05-2023,12-12-2023,FedEx,In Transit
11977,11977,12-07-2024,10-04-2024,DHL,In Transit
11978,11978,14-09-2024,,FedEx,Delivered
11979,11979,12-01-2024,11-04-2024,USPS,Returned
11980,11980,29-12-2023,,USPS,In Transit
11981,11981,10-08-2024,,UPS,Delivered
11982,11982,24-11-2022,,DHL,Delivered
11983,11983,23-02-2023,05-04-2024,FedEx,Delivered
11984,11984,13-01-2024,17-08-2024,USPS,Delivered
11985,11985,27-11-2022,24-08-2024,USPS,Delivered
11986,11986,01-07-2023,19-02-2024,DHL,Returned
11987,11987,08-10-2023,27-09-2024,FedEx,In Transit
11988,11988,29-06-2024,07-09-2024,DHL,Returned
11989,11989,29-04-2024,18-07-2024,FedEx,In Transit
11990,11990,22-06-2023,18-01-2024,FedEx,Returned
11991,11991,31-01-2024,01-06-2024,FedEx,In Transit
11992,11992,09-11-2024,23-05-2024,USPS,In Transit
11993,11993,21-07-2023,,USPS,Delivered
11994,11994,06-10-2024,20-04-2024,USPS,Returned
11995,11995,19-12-2022,02-12-2023,USPS,Delivered
11996,11996,14-05-2023,17-03-2024,UPS,In Transit
11997,11997,14-06-2023,,FedEx,Returned
11998,11998,08-01-2024,,FedEx,Returned
11999,11999,05-12-2022,07-02-2024,UPS,Returned
12000,12000,30-03-2024,,UPS,Returned
12001,12001,27-01-2024,30-04-2024,UPS,Delivered
12002,12002,13-07-2023,11-09-2024,FedEx,In Transit
12003,12003,26-11-2022,,DHL,Delivered
12004,12004,13-01-2023,03-05-2024,USPS,Delivered
12005,12005,07-02-2024,26-04-2024,DHL,Returned
12006,12006,03-10-2024,21-03-2024,USPS,Delivered
12007,12007,18-12-2022,,DHL,In Transit
12008,12008,17-02-2024,10-05-2024,DHL,Delivered
12009,12009,20-04-2024,06-07-2024,USPS,Delivered
12010,12010,01-08-2024,07-12-2023,DHL,Delivered
12011,12011,08-02-2023,10-05-2024,FedEx,Returned
12012,12012,11-05-2023,25-01-2024,DHL,Delivered
12013,12013,28-09-2024,15-12-2023,DHL,Delivered
12014,12014,18-10-2023,11-07-2024,FedEx,Delivered
12015,12015,10-09-2024,07-10-2024,FedEx,Delivered
12016,12016,31-01-2024,15-02-2024,USPS,In Transit
12017,12017,14-10-2024,,USPS,Delivered
12018,12018,12-12-2023,24-05-2024,FedEx,Returned
12019,12019,17-05-2024,30-05-2024,FedEx,Delivered
12020,12020,30-06-2024,01-02-2024,UPS,In Transit
12021,12021,03-05-2023,26-04-2024,FedEx,Returned
12022,12022,11-07-2023,05-09-2024,DHL,In Transit
12023,12023,27-03-2023,02-02-2024,USPS,Delivered
12024,12024,18-10-2023,15-02-2024,UPS,In Transit
12025,12025,28-01-2023,17-08-2024,USPS,In Transit
12026,12026,05-02-2023,,DHL,Delivered
12027,12027,28-06-2023,,FedEx,In Transit
12028,12028,08-01-2024,,DHL,In Transit
12029,12029,11-11-2023,,USPS,In Transit
12030,12030,22-08-2023,10-11-2024,USPS,Returned
12031,12031,06-12-2022,28-11-2023,DHL,Delivered
12032,12032,30-06-2024,27-05-2024,UPS,Returned
12033,12033,05-07-2024,02-01-2024,USPS,In Transit
12034,12034,28-10-2023,,UPS,In Transit
12035,12035,28-11-2022,31-12-2023,DHL,Delivered
12036,12036,21-10-2023,05-09-2024,FedEx,Delivered
12037,12037,30-11-2023,,UPS,Delivered
12038,12038,28-08-2024,12-11-2024,DHL,Returned
12039,12039,27-02-2024,07-03-2024,USPS,In Transit
12040,12040,29-07-2023,,USPS,Delivered
12041,12041,29-01-2023,01-10-2024,DHL,Returned
12042,12042,30-06-2023,09-05-2024,UPS,Delivered
12043,12043,30-11-2022,10-06-2024,DHL,In Transit
12044,12044,18-10-2023,04-11-2024,DHL,In Transit
12045,12045,07-02-2024,21-04-2024,USPS,Delivered
12046,12046,27-08-2024,,DHL,Delivered
12047,12047,21-12-2022,,UPS,Delivered
12048,12048,05-12-2023,16-03-2024,UPS,Returned
12049,12049,03-11-2023,26-04-2024,USPS,Returned
12050,12050,02-04-2023,17-04-2024,FedEx,Returned
12051,12051,27-10-2023,06-02-2024,FedEx,In Transit
12052,12052,10-08-2023,,USPS,Returned
12053,12053,18-10-2024,10-08-2024,UPS,Delivered
12054,12054,22-03-2023,29-01-2024,USPS,Returned
12055,12055,17-06-2024,,UPS,In Transit
12056,12056,29-01-2024,28-04-2024,USPS,Delivered
12057,12057,28-05-2023,13-11-2024,USPS,Returned
12058,12058,28-06-2024,09-10-2024,DHL,Delivered
12059,12059,22-02-2024,14-02-2024,USPS,Returned
12060,12060,26-10-2024,,DHL,In Transit
12061,12061,13-05-2024,03-12-2023,FedEx,Returned
12062,12062,21-05-2024,,FedEx,Returned
12063,12063,23-07-2024,22-06-2024,USPS,Delivered
12064,12064,09-01-2023,,USPS,In Transit
12065,12065,27-10-2024,16-02-2024,USPS,In Transit
12066,12066,21-08-2023,13-10-2024,UPS,Returned
12067,12067,03-11-2024,,DHL,Delivered
12068,12068,22-07-2024,25-01-2024,FedEx,Returned
12069,12069,25-10-2024,18-09-2024,USPS,In Transit
12070,12070,10-08-2023,07-03-2024,USPS,Returned
12071,12071,31-10-2023,09-02-2024,USPS,Returned
12072,12072,11-06-2024,24-09-2024,DHL,Delivered
12073,12073,07-01-2023,,DHL,In Transit
12074,12074,01-11-2024,,FedEx,In Transit
12075,12075,15-01-2023,,UPS,In Transit
12076,12076,01-05-2024,09-05-2024,DHL,Delivered
12077,12077,03-09-2023,27-04-2024,DHL,Delivered
12078,12078,12-12-2023,03-08-2024,UPS,In Transit
12079,12079,23-08-2023,,DHL,Returned
12080,12080,14-08-2024,,UPS,Returned
12081,12081,25-04-2024,01-06-2024,DHL,Delivered
12082,12082,22-10-2024,23-12-2023,USPS,In Transit
12083,12083,11-01-2024,22-10-2024,DHL,Returned
12084,12084,15-10-2024,01-01-2024,UPS,In Transit
12085,12085,06-07-2023,26-09-2024,FedEx,In Transit
12086,12086,04-10-2024,02-12-2023,USPS,In Transit
12087,12087,02-02-2024,10-03-2024,USPS,Delivered
12088,12088,16-09-2024,,USPS,Delivered
12089,12089,20-03-2023,,DHL,Delivered
12090,12090,15-03-2023,10-04-2024,DHL,Delivered
12091,12091,04-04-2023,,USPS,In Transit
12092,12092,25-10-2024,,UPS,In Transit
12093,12093,13-07-2023,10-02-2024,USPS,In Transit
12094,12094,20-09-2023,16-11-2024,DHL,In Transit
12095,12095,22-05-2023,12-07-2024,FedEx,In Transit
12096,12096,29-04-2024,,DHL,Delivered
12097,12097,28-11-2022,17-06-2024,FedEx,Returned
12098,12098,19-09-2024,15-07-2024,USPS,In Transit
12099,12099,25-09-2024,08-08-2024,DHL,In Transit
12100,12100,09-09-2023,,FedEx,Delivered
12101,12101,24-09-2023,29-01-2024,UPS,Returned
12102,12102,16-01-2024,,DHL,In Transit
12103,12103,30-09-2024,,UPS,In Transit
12104,12104,28-10-2024,,FedEx,Returned
12105,12105,16-08-2024,20-12-2023,UPS,Delivered
12106,12106,03-06-2024,25-05-2024,FedEx,Returned
12107,12107,14-09-2024,24-04-2024,UPS,Returned
12108,12108,29-07-2024,,UPS,Returned
12109,12109,05-09-2024,,DHL,Delivered
12110,12110,11-04-2024,,UPS,Delivered
12111,12111,01-05-2023,,FedEx,In Transit
12112,12112,23-03-2024,03-03-2024,DHL,Delivered
12113,12113,03-03-2024,,DHL,Delivered
12114,12114,12-10-2024,28-01-2024,UPS,In Transit
12115,12115,25-05-2024,01-11-2024,UPS,In Transit
12116,12116,26-08-2024,,UPS,In Transit
12117,12117,14-10-2023,,USPS,Delivered
12118,12118,21-04-2024,,USPS,Returned
12119,12119,21-08-2023,30-10-2024,UPS,Returned
12120,12120,19-01-2024,28-03-2024,USPS,Returned
12121,12121,10-09-2024,06-12-2023,USPS,Returned
12122,12122,19-08-2024,,UPS,Delivered
12123,12123,28-06-2024,12-02-2024,USPS,In Transit
12124,12124,15-02-2024,,FedEx,Delivered
12125,12125,22-12-2022,10-08-2024,FedEx,Returned
12126,12126,28-12-2022,26-07-2024,UPS,Delivered
12127,12127,06-12-2023,22-07-2024,USPS,In Transit
12128,12128,19-12-2023,17-05-2024,DHL,Returned
12129,12129,11-03-2024,31-05-2024,DHL,Returned
12130,12130,23-01-2023,05-03-2024,UPS,In Transit
12131,12131,22-01-2024,27-01-2024,DHL,Returned
12132,12132,18-07-2024,,FedEx,In Transit
12133,12133,30-12-2023,,DHL,In Transit
12134,12134,11-01-2023,10-06-2024,DHL,Delivered
12135,12135,10-09-2023,01-12-2023,DHL,Delivered
12136,12136,11-09-2023,05-04-2024,FedEx,Delivered
12137,12137,24-02-2024,05-10-2024,DHL,Delivered
12138,12138,26-09-2024,,UPS,In Transit
12139,12139,31-05-2024,10-05-2024,DHL,Delivered
12140,12140,26-05-2024,15-11-2024,DHL,Delivered
12141,12141,11-08-2024,18-02-2024,UPS,Delivered
12142,12142,08-12-2023,26-09-2024,FedEx,Delivered
12143,12143,08-08-2023,,FedEx,In Transit
12144,12144,16-01-2024,,UPS,Returned
12145,12145,03-05-2023,,USPS,In Transit
12146,12146,14-01-2024,25-02-2024,DHL,Returned
12147,12147,15-10-2023,,UPS,Returned
12148,12148,08-01-2024,16-11-2024,DHL,In Transit
12149,12149,01-07-2023,18-10-2024,FedEx,Delivered
12150,12150,27-06-2023,23-11-2023,USPS,In Transit
12151,12151,28-12-2022,11-04-2024,DHL,In Transit
12152,12152,01-08-2023,16-07-2024,FedEx,In Transit
12153,12153,15-08-2024,,FedEx,Returned
12154,12154,20-12-2023,01-12-2023,DHL,Delivered
12155,12155,28-01-2024,,USPS,Returned
12156,12156,05-04-2024,,USPS,Delivered
12157,12157,17-03-2024,04-05-2024,FedEx,Delivered
12158,12158,29-03-2024,,UPS,Returned
12159,12159,31-01-2023,,USPS,In Transit
12160,12160,26-01-2024,,USPS,Returned
12161,12161,29-09-2023,,FedEx,In Transit
12162,12162,03-02-2023,28-09-2024,DHL,In Transit
12163,12163,16-07-2024,,UPS,Returned
12164,12164,27-02-2023,31-12-2023,FedEx,In Transit
12165,12165,01-09-2023,18-02-2024,USPS,In Transit
12166,12166,29-03-2024,28-12-2023,FedEx,Delivered
12167,12167,02-12-2023,,UPS,Returned
12168,12168,27-06-2024,,UPS,In Transit
12169,12169,19-08-2024,24-03-2024,UPS,Delivered
12170,12170,14-07-2023,07-03-2024,USPS,In Transit
12171,12171,03-02-2023,03-06-2024,DHL,Delivered
12172,12172,01-06-2024,,UPS,Delivered
12173,12173,07-05-2023,07-04-2024,UPS,Returned
12174,12174,26-09-2023,,USPS,Returned
12175,12175,22-08-2024,,DHL,Returned
12176,12176,24-03-2023,,USPS,Delivered
12177,12177,24-07-2023,,FedEx,Delivered
12178,12178,24-01-2023,,UPS,Delivered
12179,12179,26-07-2023,,FedEx,Returned
12180,12180,25-08-2023,07-06-2024,UPS,Returned
12181,12181,19-01-2023,01-12-2023,FedEx,Returned
12182,12182,20-04-2024,,DHL,Delivered
12183,12183,15-12-2023,16-09-2024,DHL,In Transit
12184,12184,05-06-2023,,UPS,Returned
12185,12185,29-05-2023,09-02-2024,USPS,Returned
12186,12186,16-04-2023,,DHL,Delivered
12187,12187,25-06-2023,16-02-2024,USPS,In Transit
12188,12188,05-06-2024,10-01-2024,USPS,In Transit
12189,12189,23-08-2024,,USPS,Delivered
12190,12190,28-01-2023,23-02-2024,UPS,Returned
12191,12191,18-01-2024,21-09-2024,UPS,Delivered
12192,12192,07-02-2023,12-07-2024,FedEx,In Transit
12193,12193,10-09-2023,08-08-2024,DHL,Returned
12194,12194,23-10-2024,25-12-2023,USPS,Returned
12195,12195,11-02-2023,09-03-2024,USPS,In Transit
12196,12196,28-03-2023,13-05-2024,UPS,Delivered
12197,12197,01-09-2023,21-01-2024,DHL,Delivered
12198,12198,23-10-2023,28-03-2024,DHL,In Transit
12199,12199,06-01-2023,,USPS,Returned
12200,12200,24-07-2024,23-03-2024,UPS,Delivered
12201,12201,08-05-2023,06-11-2024,DHL,Returned
12202,12202,28-02-2023,,USPS,Returned
12203,12203,06-01-2023,20-01-2024,FedEx,Delivered
12204,12204,27-03-2024,,USPS,Returned
12205,12205,07-02-2023,14-09-2024,DHL,Delivered
12206,12206,26-05-2023,08-04-2024,DHL,Delivered
12207,12207,18-11-2024,29-08-2024,UPS,Returned
12208,12208,07-06-2024,08-06-2024,FedEx,Returned
12209,12209,10-06-2024,11-12-2023,DHL,In Transit
12210,12210,21-05-2023,,DHL,Returned
12211,12211,28-01-2023,30-03-2024,UPS,In Transit
12212,12212,15-12-2022,19-02-2024,USPS,In Transit
12213,12213,21-07-2023,07-03-2024,DHL,Returned
12214,12214,18-07-2024,18-06-2024,USPS,In Transit
12215,12215,27-10-2024,,USPS,Delivered
12216,12216,14-04-2024,31-07-2024,DHL,In Transit
12217,12217,11-06-2024,22-10-2024,UPS,Returned
12218,12218,02-02-2023,31-03-2024,FedEx,Delivered
12219,12219,17-10-2023,,UPS,Delivered
12220,12220,08-07-2023,18-08-2024,UPS,Delivered
12221,12221,18-03-2023,13-12-2023,DHL,Delivered
12222,12222,11-01-2023,,FedEx,In Transit
12223,12223,16-02-2023,21-01-2024,DHL,In Transit
12224,12224,05-01-2023,,DHL,Returned
12225,12225,19-01-2023,24-06-2024,UPS,Returned
12226,12226,22-11-2023,16-11-2024,USPS,Returned
12227,12227,08-06-2024,01-07-2024,USPS,Delivered
12228,12228,25-01-2024,25-07-2024,DHL,Delivered
12229,12229,29-06-2023,,UPS,In Transit
12230,12230,01-11-2023,04-02-2024,UPS,In Transit
12231,12231,05-04-2023,16-04-2024,DHL,In Transit
12232,12232,09-06-2024,18-12-2023,DHL,Delivered
12233,12233,09-02-2023,10-04-2024,FedEx,Delivered
12234,12234,10-08-2024,16-09-2024,FedEx,Delivered
12235,12235,18-12-2023,04-09-2024,USPS,Returned
12236,12236,03-04-2023,27-12-2023,USPS,Returned
12237,12237,02-12-2022,13-09-2024,DHL,Returned
12238,12238,05-02-2024,06-07-2024,FedEx,Returned
12239,12239,02-04-2023,,USPS,Returned
12240,12240,17-10-2024,,USPS,In Transit
12241,12241,27-06-2023,,DHL,In Transit
12242,12242,11-03-2023,,USPS,Returned
12243,12243,20-05-2024,,FedEx,In Transit
12244,12244,11-12-2023,,UPS,Delivered
12245,12245,04-01-2023,22-02-2024,USPS,Returned
12246,12246,31-01-2023,,USPS,In Transit
12247,12247,05-04-2023,11-11-2024,USPS,Returned
12248,12248,15-03-2024,08-08-2024,FedEx,Returned
12249,12249,19-09-2023,29-06-2024,DHL,Delivered
12250,12250,18-05-2023,19-03-2024,USPS,Delivered
12251,12251,14-12-2023,16-10-2024,FedEx,In Transit
12252,12252,22-02-2023,06-07-2024,FedEx,Returned
12253,12253,03-06-2023,03-04-2024,DHL,In Transit
12254,12254,13-03-2023,29-03-2024,FedEx,In Transit
12255,12255,23-02-2023,14-03-2024,UPS,Returned
12256,12256,17-06-2024,06-04-2024,DHL,Returned
12257,12257,10-09-2023,19-03-2024,FedEx,Delivered
12258,12258,28-07-2024,11-10-2024,DHL,Returned
12259,12259,15-05-2023,08-11-2024,USPS,Returned
12260,12260,26-09-2024,,DHL,Delivered
12261,12261,12-06-2024,,UPS,Returned
12262,12262,27-11-2022,29-08-2024,USPS,Delivered
12263,12263,17-08-2024,,DHL,Returned
12264,12264,26-03-2024,18-10-2024,USPS,In Transit
12265,12265,05-02-2023,28-12-2023,UPS,In Transit
12266,12266,08-03-2023,16-02-2024,DHL,Delivered
12267,12267,11-05-2023,,DHL,Delivered
12268,12268,24-03-2023,01-08-2024,UPS,Returned
12269,12269,22-08-2023,,DHL,In Transit
12270,12270,23-03-2023,18-04-2024,FedEx,Returned
12271,12271,09-04-2024,,UPS,In Transit
12272,12272,25-01-2024,27-04-2024,DHL,In Transit
12273,12273,07-11-2024,,FedEx,In Transit
12274,12274,23-05-2024,,FedEx,Returned
12275,12275,23-09-2024,02-07-2024,UPS,Delivered
12276,12276,30-12-2022,07-01-2024,USPS,Delivered
12277,12277,30-03-2024,12-10-2024,FedEx,Returned
12278,12278,07-10-2023,05-12-2023,UPS,Returned
12279,12279,11-03-2024,30-09-2024,DHL,Delivered
12280,12280,25-05-2023,03-09-2024,DHL,Delivered
12281,12281,27-11-2023,07-06-2024,USPS,Returned
12282,12282,05-11-2023,,USPS,In Transit
12283,12283,26-07-2023,,USPS,Returned
12284,12284,11-08-2024,09-11-2024,USPS,Delivered
12285,12285,29-04-2024,13-05-2024,FedEx,Returned
12286,12286,12-12-2023,10-12-2023,DHL,Delivered
12287,12287,04-03-2023,30-11-2023,DHL,In Transit
12288,12288,02-01-2023,22-12-2023,UPS,In Transit
12289,12289,18-11-2024,07-07-2024,USPS,Returned
12290,12290,10-06-2024,05-09-2024,DHL,Delivered
12291,12291,20-07-2023,,DHL,Delivered
12292,12292,09-08-2024,05-12-2023,DHL,Returned
12293,12293,09-08-2023,04-12-2023,UPS,In Transit
12294,12294,18-08-2023,,FedEx,In Transit
12295,12295,09-07-2024,,USPS,Returned
12296,12296,03-04-2023,,FedEx,Returned
12297,12297,29-07-2024,23-04-2024,USPS,Returned
12298,12298,02-06-2023,03-06-2024,UPS,Returned
12299,12299,21-03-2023,28-02-2024,DHL,In Transit
12300,12300,13-12-2023,28-05-2024,FedEx,Returned
12301,12301,09-09-2023,,DHL,Returned
12302,12302,19-11-2023,20-02-2024,USPS,Returned
12303,12303,10-12-2023,09-05-2024,USPS,In Transit
12304,12304,26-10-2024,18-06-2024,USPS,Returned
12305,12305,29-06-2023,,UPS,In Transit
12306,12306,24-02-2023,30-10-2024,DHL,In Transit
12307,12307,23-01-2023,,FedEx,In Transit
12308,12308,22-06-2023,,DHL,In Transit
12309,12309,04-06-2024,20-11-2023,FedEx,Delivered
12310,12310,21-12-2022,,FedEx,In Transit
12311,12311,19-10-2024,,FedEx,Delivered
12312,12312,08-10-2024,,FedEx,Delivered
12313,12313,31-10-2024,07-09-2024,UPS,Delivered
12314,12314,01-05-2024,,DHL,Delivered
12315,12315,04-04-2023,,DHL,Returned
12316,12316,20-02-2023,12-12-2023,UPS,In Transit
12317,12317,20-12-2023,03-07-2024,USPS,Returned
12318,12318,05-11-2023,29-07-2024,USPS,Returned
12319,12319,12-02-2024,30-10-2024,DHL,In Transit
12320,12320,18-03-2024,,UPS,Returned
12321,12321,10-06-2024,23-08-2024,DHL,Delivered
12322,12322,03-06-2024,,UPS,Returned
12323,12323,30-12-2022,06-11-2024,USPS,Returned
12324,12324,25-01-2023,08-12-2023,FedEx,Delivered
12325,12325,21-02-2023,15-08-2024,DHL,Returned
12326,12326,13-01-2023,18-09-2024,FedEx,Delivered
12327,12327,22-12-2022,28-04-2024,UPS,Returned
12328,12328,25-09-2024,09-09-2024,UPS,In Transit
12329,12329,17-05-2023,30-08-2024,UPS,Returned
12330,12330,30-06-2023,,USPS,Returned
12331,12331,19-01-2023,07-12-2023,USPS,Delivered
12332,12332,30-07-2023,,FedEx,In Transit
12333,12333,25-02-2024,25-04-2024,UPS,Returned
12334,12334,04-09-2024,,DHL,Delivered
12335,12335,04-09-2023,24-05-2024,UPS,Delivered
12336,12336,18-03-2023,20-08-2024,DHL,Returned
12337,12337,24-09-2024,14-01-2024,USPS,In Transit
12338,12338,13-12-2023,23-08-2024,USPS,Delivered
12339,12339,06-02-2023,,FedEx,In Transit
12340,12340,17-09-2023,,FedEx,In Transit
12341,12341,03-07-2023,29-11-2023,UPS,Returned
12342,12342,12-09-2024,,FedEx,In Transit
12343,12343,06-08-2023,15-02-2024,UPS,Returned
12344,12344,10-03-2023,08-12-2023,FedEx,Delivered
12345,12345,09-11-2023,,FedEx,Returned
12346,12346,29-01-2024,28-02-2024,UPS,In Transit
12347,12347,26-06-2023,29-04-2024,FedEx,In Transit
12348,12348,15-04-2023,24-06-2024,UPS,Delivered
12349,12349,20-02-2023,,UPS,Delivered
12350,12350,21-09-2023,26-05-2024,DHL,Delivered
12351,12351,12-01-2024,,USPS,Delivered
12352,12352,03-08-2024,10-11-2024,DHL,In Transit
12353,12353,13-07-2024,13-09-2024,DHL,Delivered
12354,12354,15-02-2024,13-02-2024,DHL,In Transit
12355,12355,17-11-2024,29-03-2024,DHL,In Transit
12356,12356,02-07-2023,09-05-2024,UPS,In Transit
12357,12357,09-07-2024,,DHL,Returned
12358,12358,28-01-2023,,USPS,In Transit
12359,12359,17-06-2024,,FedEx,In Transit
12360,12360,01-02-2024,21-09-2024,USPS,Delivered
12361,12361,28-05-2023,,USPS,Returned
12362,12362,27-12-2023,14-08-2024,DHL,Delivered
12363,12363,12-05-2024,,UPS,Delivered
12364,12364,11-12-2023,25-02-2024,USPS,In Transit
12365,12365,05-01-2023,,UPS,Delivered
12366,12366,12-04-2023,05-11-2024,DHL,Returned
12367,12367,09-10-2023,,DHL,In Transit
12368,12368,28-12-2023,12-05-2024,DHL,Returned
12369,12369,07-12-2022,13-11-2024,UPS,Delivered
12370,12370,18-11-2024,,UPS,Delivered
12371,12371,04-12-2022,28-09-2024,DHL,Returned
12372,12372,14-08-2024,23-08-2024,USPS,Delivered
